full_name,price_thb,description,make,engine_cc,horsepower_hp,gears,fuel_type,engine,brakes,drive,year,series,type
มาสด้า Mazda CX-3 2.0 Base Plus ปี 2023,"830,000 บาท",Mazda CX-3 2.0 BASE Plus มาพร้อมเครื่องยนต์สกายแอคทีฟเบนซิน ขนาด 2.0 ลิตร (SKYACTIV-G 2.0) ให้พละกำลังแรงม้าสูงสุดถึง 156 แรงม้า ประหยัดน้ำมันถึง 16.4 กม./ลิตร* และเป็นมิตรกับสิ่งแวดล้อม พร้อมระบบควบคุมสมรรถนะการขับขี่อัจฉริยะ หรือ G-Vectoring Control (GVC) เทคโนโลยีเฉพาะของมาสด้าภายใต้ Skyactiv-Vehicle Dynamics ที่ช่วยควบคุมสมรรถนะการขับขี่ให้แม่นยำและสมดุล เพื่อให้ผู้ขับขี่สัมผัสถึงความรู้สึกเป็นหนึ่งเดียวกันระหว่างคนกับรถได้อย่างสมบูรณ์แบบยิ่งขึ้น,Mazda,1998,156,เกียร์ออโต้ 6AT,"เบนซิน 95 , เบนซิน 91 , แก๊สโซฮอล์ 95 (E10) , แก๊สโซฮอล์ 91 , เบนซิน E20 , เบนซิน E85",Skyactiv-G 2.0 DOHC 4 สูบ 16 วาล์ว,มี (4W-ABS พร้อมระบบกระจายแรงเบรค EBD และระบช่วยเบรก BA),ขับเคลื่อนล้อหน้า,2023,CX-3 2.0 Base Plus,Other
มาสด้า Mazda CX-3 2.0 Base ปี 2023,"770,000 บาท",Mazda CX-3 2.0 BASE มาพร้อมเครื่องยนต์สกายแอคทีฟเบนซิน ขนาด 2.0 ลิตร (SKYACTIV-G 2.0) ให้พละกำลังแรงม้าสูงสุดถึง 156 แรงม้า ประหยัดน้ำมันถึง 16.4 กม./ลิตร* และเป็นมิตรกับสิ่งแวดล้อม พร้อมระบบควบคุมสมรรถนะการขับขี่อัจฉริยะ หรือ G-Vectoring Control (GVC) เทคโนโลยีเฉพาะของมาสด้าภายใต้ Skyactiv-Vehicle Dynamics ที่ช่วยควบคุมสมรรถนะการขับขี่ให้แม่นยำและสมดุล เพื่อให้ผู้ขับขี่สัมผัสถึงความรู้สึกเป็นหนึ่งเดียวกันระหว่างคนกับรถได้อย่างสมบูรณ์แบบยิ่งขึ้น,Mazda,1998,156,เกียร์ออโต้ 6AT,"เบนซิน 95 , เบนซิน 91 , แก๊สโซฮอล์ 95 (E10) , แก๊สโซฮอล์ 91 , เบนซิน E20 , เบนซิน E85",Skyactiv-G 2.0 DOHC 4 สูบ 16 วาล์ว,มี (4W-ABS พร้อมระบบกระจายแรงเบรค EBD และระบช่วยเบรก BA),ขับเคลื่อนล้อหน้า,2023,CX-3 2.0 Base,Other
มิตซูบิชิ Mitsubishi Pajero Sport Prime 2WD ปี 2025,"1,389,000 บาท","Mitsubishi Pajero Sport Prime 2WD รุ่นนี่ถูกพัฒนาขึ้นจากความต้องการของลูกค้า มาพร้อมความคุ้มค่า ความสะดวกสบาย และความปลอดภัยเหนือระดับสำหรับผู้ขับขี่และผู้โดยสารทุกที่นั่ง ในราคาเดิม มอบนิยามของการขับขี่ที่สมบูรณ์แบบสำหรับทุกไลฟ์สไตล์ มาพร้อมกับความคุ้มค่ากว่าเดิมด้วยฟีเจอร์ที่เพิ่มขึ้น และขุมกำลัง ไฮเปอร์พาวเวอร์ (Hyper Power) เครื่องยนต์ดีเซลคอมมอนเรล วีจี เทอร์โบ อินเตอร์คูลเลอร์ เทอร์โบ 4 สูบ ความจุ 2.4 ลิตร พร้อมหัวฉีดอิเล็กทรอนิกส์แบบคอมมอนเรลเจเนอเรชันใหม่ ทรงพลังและเป็นมิตรกับสิ่งแวดล้อมด้วยมาตรฐานไอเสียระดับยูโร 5 (Euro 5) สร้างพละกำลังสูงสุด 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที ส่งกำลังด้วยระบบเกียร์อัตโนมัติใหม่ ประสานการทำงานกับเครื่องยนต์ได้อย่างลงตัว ",Mitsubishi,2442,184,เกียร์อัตโนมัติ,ดีเซล,"4N16 (Hyper Power) แบบ 4 สูบแถวเรียง ดีเซล คอมมอนเรล เทอรโบแปรผัน อินเตอรคูลเลอร์ ให้กำลัง 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที",มี,ขับเคลื่อนล้อหลัง,2025,Pajero Sport Prime 2WD,SUV
มิตซูบิชิ Mitsubishi Pajero Sport Elite Edition 4WD ปี 2024,"1,689,000 บาท","Mitsubishi Pajero Sport Elite Edition 4WD ไปสู่ทุกจุดหมายด้วยพลังการควบคุมที่เหนือระดับ มาพร้อมขุมกำลังใหม่ ไฮเปอร์พาวเวอร์ (Hyper Power) เครื่องยนต์ดีเซลคอมมอนเรล วีจี เทอร์โบ อินเตอร์คูลเลอร์ เทอร์โบ 4 สูบ ความจุ 2.4 ลิตร พร้อมหัวฉีดอิเล็กทรอนิกส์แบบคอมมอนเรลเจเนอเรชันใหม่ ทรงพลังและเป็นมิตรกับสิ่งแวดล้อมด้วยมาตรฐานไอเสียระดับยูโร 5 (Euro 5) สร้างพละกำลังสูงสุด 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที ส่งกำลังด้วยระบบเกียร์อัตโนมัติใหม่ ประสานการทำงานกับเครื่องยนต์ได้อย่างลงตัว พร้อมโหมดการขับขี่แบบออฟโรด 4 รูปแบบ ได้แก่ Gravel, Mud/Snow, Sand, Rock ตอบสนองการขับขี่ได้อย่างยอดเยี่ยม พร้อมประหยัดน้ำมันกว่าเดิม",Mitsubishi,2442,187,เกียร์อัตโนมัติ,ดีเซล,"4N16 (Hyper Power) แบบ 4 สูบแถวเรียง ดีเซล คอมมอนเรล เทอรโบแปรผัน อินเตอรคูลเลอร์ ให้กำลัง 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที",มี,"ขับเคลื่อนสี่ล้อ (แบบฟูลไทม์ พร้อมโหมดการขับขี่แบบออฟโรด 4 รูปแบบ ได้แก่ Gravel, Mud/Snow, Sand, Rock)",2024,Pajero Sport Elite Edition 4WD,SUV
มิตซูบิชิ Mitsubishi Pajero Sport Elite Edition 2WD ปี 2024,"1,579,000 บาท","Mitsubishi Pajero Sport Elite Edition 2WD ไปสู่ทุกจุดหมายด้วยพลังการควบคุมที่เหนือระดับ มาพร้อมขุมกำลังใหม่ ไฮเปอร์พาวเวอร์ (Hyper Power) เครื่องยนต์ดีเซลคอมมอนเรล วีจี เทอร์โบ อินเตอร์คูลเลอร์ เทอร์โบ 4 สูบ ความจุ 2.4 ลิตร พร้อมหัวฉีดอิเล็กทรอนิกส์แบบคอมมอนเรลเจเนอเรชันใหม่ ทรงพลังและเป็นมิตรกับสิ่งแวดล้อมด้วยมาตรฐานไอเสียระดับยูโร 5 (Euro 5) สร้างพละกำลังสูงสุด 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที ส่งกำลังด้วยระบบเกียร์อัตโนมัติใหม่ ประสานการทำงานกับเครื่องยนต์ได้อย่างลงตัว",Mitsubishi,2442,187,เกียร์อัตโนมัติ,ดีเซล,"4N16 (Hyper Power) แบบ 4 สูบแถวเรียง ดีเซล คอมมอนเรล เทอรโบแปรผัน อินเตอรคูลเลอร์ ให้กำลัง 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที",มี,ขับเคลื่อนล้อหลัง,2024,Pajero Sport Elite Edition 2WD,SUV
มิตซูบิชิ Mitsubishi Pajero Sport Ultra 2WD ปี 2024,"1,529,000 บาท","Mitsubishi Pajero Sport Ultra 2WD ไปสู่ทุกจุดหมายด้วยพลังการควบคุมที่เหนือระดับ มาพร้อมขุมกำลังใหม่ ไฮเปอร์พาวเวอร์ (Hyper Power) เครื่องยนต์ดีเซลคอมมอนเรล วีจี เทอร์โบ อินเตอร์คูลเลอร์ เทอร์โบ 4 สูบ ความจุ 2.4 ลิตร พร้อมหัวฉีดอิเล็กทรอนิกส์แบบคอมมอนเรลเจเนอเรชันใหม่ ทรงพลังและเป็นมิตรกับสิ่งแวดล้อมด้วยมาตรฐานไอเสียระดับยูโร 5 (Euro 5) สร้างพละกำลังสูงสุด 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที ส่งกำลังด้วยระบบเกียร์อัตโนมัติใหม่ ประสานการทำงานกับเครื่องยนต์ได้อย่างลงตัว",Mitsubishi,2442,187,เกียร์อัตโนมัติ,ดีเซล,"4N16 (Hyper Power) แบบ 4 สูบแถวเรียง ดีเซล คอมมอนเรล เทอรโบแปรผัน อินเตอรคูลเลอร์ ให้กำลัง 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที",มี,ขับเคลื่อนล้อหลัง,2024,Pajero Sport Ultra 2WD,SUV
มิตซูบิชิ Mitsubishi Pajero Sport Prime 2WD ปี 2024,"1,389,000 บาท","Mitsubishi Pajero Sport Prime 2WD ไปสู่ทุกจุดหมายด้วยพลังการควบคุมที่เหนือระดับ มาพร้อมขุมกำลังใหม่ ไฮเปอร์พาวเวอร์ (Hyper Power) เครื่องยนต์ดีเซลคอมมอนเรล วีจี เทอร์โบ อินเตอร์คูลเลอร์ เทอร์โบ 4 สูบ ความจุ 2.4 ลิตร พร้อมหัวฉีดอิเล็กทรอนิกส์แบบคอมมอนเรลเจเนอเรชันใหม่ ทรงพลังและเป็นมิตรกับสิ่งแวดล้อมด้วยมาตรฐานไอเสียระดับยูโร 5 (Euro 5) สร้างพละกำลังสูงสุด 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที ส่งกำลังด้วยระบบเกียร์อัตโนมัติใหม่ ประสานการทำงานกับเครื่องยนต์ได้อย่างลงตัว ",Mitsubishi,2442,184,เกียร์อัตโนมัติ,ดีเซล,"4N16 (Hyper Power) แบบ 4 สูบแถวเรียง ดีเซล คอมมอนเรล เทอรโบแปรผัน อินเตอรคูลเลอร์ ให้กำลัง 184 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิดสูงสุด 430 นิวตันเมตร ที่ 2,250 – 2,500 รอบต่อนาที",มี,ขับเคลื่อนล้อหลัง,2024,Pajero Sport Prime 2WD,SUV
มิตซูบิชิ Mitsubishi Pajero Sport RALLIART ปี 2022,"1,365,000 บาท",Mitsubishi Pajero Sport RALLIART รถยนต์อเนกประสงค์ รุ่นปรับปรุง เพิ่มเปิด-ปิดประตูท้ายด้วยไฟฟ้า พร้อมระบบแฮนด์ฟรีและปุ่มปิดฝาท้ายพร้อมล็อกรถ มาพร้อมระบบขุมพลังครีนดีเซล 2.4 ลิตร เทอร์โบแปรผัน กำลังสูงสุด 181 แรงม้า แรงบิด 430 นิวตันเมตร เกียร์ 8 จังหวะ ขับเคลื่อนล้อหลัง ความสะดวกสบายมีให้ครบครันทั้ง แอร์อัตโนมัติแยกปรับอุณหภูมิซ้ายและขวา มาตรวัดขนาด 4.2 นิ้ว เมนูภาษาไทย พวงมาลัยปรับ 4 ทิศทาง พร้อมแพดเดิ้ลชิฟ กระจกขึ้น-ลงอัตโนมัติทั้ง 4 บาน เป็นต้น ติดตั้งอุปกรณ์ตกแต่ง RALLIART แท้ทุกชิ้นจากญี่ปุ่น RALLIART items Front & bumper garnish - ชุดแต่งกันชนหน้าและหลัง Fender Arch Molding - ชุดตกแต่งบังโคลนซุ้มล้อ Floor mat - พรมปูพื้น Mud flap -แผ่นกันโคลน Side decal - สติ๊กเกอร์ด้านข้างและโลโก้แรลลี่อาร์ต นอกจากนี้ยังมาพร้อมอุปกรณ์ตกแต่งเพิ่มเติมอีกได้แก่ กระจังหน้า ไฟหน้าพร้อมแถบสีดำ ล้ออัลลอยสีดำ หลังคา ราวหลังคา เสาอากาศครีบฉลาม และสปอยเลอร์สีดำ มีให้เลือก 2 สี คือ White Diamond/Black Roof และ Jet Black ,Mitsubishi,2442,181,เกียร์ออโต้ 8AT,"ดีเซล , B7 , B10","4N15, 4 สูบแถวเรียง DOHC 16 วาล์ว MIVEC VG Turbo Interocooler",มี (พร้อมระบบกระจายแรงเบรก EBD และระบบเสริมแรงเบรก BA),ขับเคลื่อนล้อหลัง,2022,Pajero Sport RALLIART,SUV
มิตซูบิชิ Mitsubishi Pajero Sport 2.4 GT-Premium 4WD Elite Edition ปี 2020,"1,679,000 บาท",Mitsubishi Pajero Sport 2WD Elite Edition รถยนต์อเนกประสงค์ หรือ PPV พร้อมอุปกรณ์ตกแต่งมาตรฐาน ได้แก่ กระจังหน้ารถสีดำตกแต่งด้วยโลโก้ PAJERO SPORT บนฝากระโปรงหน้า และโลโก้ ELITE EDITION ที่ฝาประตูท้าย พร้อมปลายท่อไอเสียสเตนเลส ทั้งนี้ยังติดตั้งอุปกรณ์ตกแต่งสีดำทั้งหมด ได้แก่ ไฟหน้าโปรเจคเตอร์ ล้ออัลลอยขนาด 18 นิ้ว ชุดตกแต่งใต้กันชนหน้า-หลัง ราวหลังคา สปอยเลอร์หลัง และ เสาอากาศแบบครีบฉลาม Mitsubishi Pajero Sport 2WD Elite Edition ภายในห้องโดยสารยกระดับความหรูหราและความสะดวกสบายด้วยเบาะนั่งสีน้ำตาล QUOLE MODURE ที่มีคุณสมบัติพิเศษช่วยสะท้อนความร้อนจากแสงแดดเพื่อความสบายตลอดการเดินทาง ทั้งยังตกแต่งพิเศษด้วยแผงข้างประตูและคอนโซลกลางบุด้วยวัสดุนุ่มสีน้ำตาล พร้อมสัญลักษณ์ PAJERO SPORT เหนือกล่องเก็บของด้านหน้าฝั่งผู้โดยสาร ฝาครอบสเตนเลสพร้อมไฟ LED พรมห้องโดยสารปักโลโก้ PAJERO SPORT และกล้องบันทึกภาพหน้ารถ DVR เหนือระดับด้วยเทคโนโลยีการเชื่อมต่ออุปกรณ์อำนวยความสะดวกที่ครบครัน,Mitsubishi,2442,181,เกียร์ออโต้ 8AT,"ดีเซล , ไบโอดีเซล B5","4N15, 4 สูบแถวเรียง DOHC 16 วาล์ว MIVEC VG Turbo Interocooler",มี (พร้อมระบบกระจายแรงเบรก EBD และระบบเสริมแรงเบรก BA),ขับเคลื่อนสี่ล้อ,2020,Pajero Sport 2.4 GT-Premium 4WD Elite Edition,SUV
มิตซูบิชิ Mitsubishi Pajero Sport 2.4 GT-Premium 2WD Elite Edition ปี 2020,"1,569,000 บาท",Mitsubishi Pajero Sport 2WD Elite Edition รถยนต์อเนกประสงค์ หรือ PPV พร้อมอุปกรณ์ตกแต่งมาตรฐาน ได้แก่ กระจังหน้ารถสีดำตกแต่งด้วยโลโก้ PAJERO SPORT บนฝากระโปรงหน้า และโลโก้ ELITE EDITION ที่ฝาประตูท้าย พร้อมปลายท่อไอเสียสเตนเลส ทั้งนี้ยังติดตั้งอุปกรณ์ตกแต่งสีดำทั้งหมด ได้แก่ ไฟหน้าโปรเจคเตอร์ ล้ออัลลอยขนาด 18 นิ้ว ชุดตกแต่งใต้กันชนหน้า-หลัง ราวหลังคา สปอยเลอร์หลัง และ เสาอากาศแบบครีบฉลาม Mitsubishi Pajero Sport 2WD Elite Edition ภายในห้องโดยสารยกระดับความหรูหราและความสะดวกสบายด้วยเบาะนั่งสีน้ำตาล QUOLE MODURE ที่มีคุณสมบัติพิเศษช่วยสะท้อนความร้อนจากแสงแดดเพื่อความสบายตลอดการเดินทาง ทั้งยังตกแต่งพิเศษด้วยแผงข้างประตูและคอนโซลกลางบุด้วยวัสดุนุ่มสีน้ำตาล พร้อมสัญลักษณ์ PAJERO SPORT เหนือกล่องเก็บของด้านหน้าฝั่งผู้โดยสาร ฝาครอบสเตนเลสพร้อมไฟ LED พรมห้องโดยสารปักโลโก้ PAJERO SPORT และกล้องบันทึกภาพหน้ารถ DVR เหนือระดับด้วยเทคโนโลยีการเชื่อมต่ออุปกรณ์อำนวยความสะดวกที่ครบครัน,Mitsubishi,2442,181,เกียร์ออโต้ 8AT,"ดีเซล , ไบโอดีเซล B5","4N15, 4 สูบแถวเรียง DOHC 16 วาล์ว MIVEC VG Turbo Interocooler",มี (พร้อมระบบกระจายแรงเบรก EBD และระบบเสริมแรงเบรก BA),ขับเคลื่อนล้อหลัง,2020,Pajero Sport 2.4 GT-Premium 2WD Elite Edition,SUV
มิตซูบิชิ Mitsubishi Pajero Sport GT-PLUS ปี 2020,"1,384,000 บาท","Mitsubishi Pajero Sport GT-PLUS เครื่องยนต์ดีเซล MIVEC VG Turbo 2.4 ลิตร เกียร์อัตโนมัติ 8 สปีด 181 แรงม้าที่ 3,500 รอบ/นาที แรงบิดสูงสุด 430 นิวตันเมตรที่ 2,500 รอบ/นาที /ขับเคลื่อนล้อหลัง",Mitsubishi,2442,181,เกียร์ออโต้ 8AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","4N15, 4 สูบแถวเรียง DOHC 16 วาล์ว MIVEC VG Turbo Interocooler",มี (พร้อมระบบกระจายแรงเบรก EBD และระบบเสริมแรงเบรก BA),ขับเคลื่อนล้อหลัง,2020,Pajero Sport GT-PLUS,SUV
มิตซูบิชิ Mitsubishi Attrage Smart CVT ปี 2019,"584,000 บาท",Mitsubishi Attrage Facelift 2019 รูปลักษณ์ภายนอกดีไซน์ใหม่ดึงดูดทุกสายตามากยิ่งขึ้นด้วย กระโปรงหน้าดีไซน์ใหม่ กระจังหน้าตกแต่งด้วยเส้นสีแดง กันชนหน้าใหม่ ไฟหน้าแบบ Bi-LED พร้อมไฟเดย์ไทม์รันนิ่งไลท์ ชุดไฟตัดหมอกแบบใหม่ ไฟท้ายแบบ LED และ ล้ออัลลอยดีไซน์ใหม่ขนาด 15 นิ้ว พร้อมสีขาวใหม่ White Diamond ขับเคลื่อนด้วยเครื่องยนต์ที่เป็นมิตรกับสิ่งแวดล้อม ขนาด 1.2 ลิตร DOHC พร้อมระบบวาล์วแปรผัน MIVEC ที่ให้ความประหยัดและประสิทธิภาพสูงสุด ครบครันด้วยเทคโนโลยีระบบความปลอดภัยที่ทันสมัย ได้แก่ ระบบเตือนการชนด้านหน้าตรงพร้อมระบบช่วยชะลอความเร็ว (FCM-LS) ระบบตัดกำลังเครื่องยนต์ชั่วขณะเมื่อเหยียบคันเร่งอย่างรุนแรงและรวดเร็วเฉพาะด้านหน้า (RMS-Forward) ระบบช่วยออกตัวบนทางลาดชัน (HSA) ระบบควบคุมเสถียรภาพการทรงตัว (ASC) และระบบป้องกันการลื่นไถล (TCL) พร้อมถุงลมนิรภัยคู่หน้าสำหรับผู้ขับขี่และผู้โดยสารตอนหน้า รวมถึงระบบป้องกันล้อล็อกขณะเบรก (ABS) พร้อมระบบกระจายแรงดันน้ำมันเบรกอิเล็กทรอนิกส์ (EBD) และระบบเสริมแรงเบรก (BA) ซึ่งทำงานประสานกันเพื่อมอบความมั่นใจให้ผู้ขับขี่บนทุกเส้นทาง รถยนต์ทั้งสองรุ่นยังติดตั้งระบบไฟกะพริบฉุกเฉินอัตโนมัติขณะเบรกกะทันหัน (ESS),Mitsubishi,1193,78,เกียร์ออโต้แบบ CVT,"เบนซิน 95 , เบนซิน 91 , แก๊สโซฮอล์ 95 (E10) , แก๊สโซฮอล์ 91 , เบนซิน E20","3A92, 3 สูบ DOHC MIVEC 12 วาล์ว",มี (พร้อมระบบกระจายแรงเบรก EBD และระบบเสริมแรงเบรก BA),ขับเคลื่อนล้อหน้า,2019,Attrage Smart CVT,Sedan
มิตซูบิชิ Mitsubishi Attrage Active CVT ปี 2019,"529,000 บาท",Mitsubishi Attrage Facelift 2019 รูปลักษณ์ภายนอกดีไซน์ใหม่ดึงดูดทุกสายตามากยิ่งขึ้นด้วย กระโปรงหน้าดีไซน์ใหม่ กระจังหน้าตกแต่งด้วยเส้นสีแดง กันชนหน้าใหม่ ไฟหน้าแบบ Bi-LED พร้อมไฟเดย์ไทม์รันนิ่งไลท์ ชุดไฟตัดหมอกแบบใหม่ ไฟท้ายแบบ LED และ ล้ออัลลอยดีไซน์ใหม่ขนาด 15 นิ้ว พร้อมสีขาวใหม่ White Diamond ขับเคลื่อนด้วยเครื่องยนต์ที่เป็นมิตรกับสิ่งแวดล้อม ขนาด 1.2 ลิตร DOHC พร้อมระบบวาล์วแปรผัน MIVEC ที่ให้ความประหยัดและประสิทธิภาพสูงสุด ครบครันด้วยเทคโนโลยีระบบความปลอดภัยที่ทันสมัย ได้แก่ ระบบช่วยออกตัวบนทางลาดชัน (HSA) ระบบควบคุมเสถียรภาพการทรงตัว (ASC) และระบบป้องกันการลื่นไถล (TCL) พร้อมถุงลมนิรภัยคู่หน้าสำหรับผู้ขับขี่และผู้โดยสารตอนหน้า รวมถึงระบบป้องกันล้อล็อกขณะเบรก (ABS) พร้อมระบบกระจายแรงดันน้ำมันเบรกอิเล็กทรอนิกส์ (EBD) และระบบเสริมแรงเบรก (BA) ซึ่งทำงานประสานกันเพื่อมอบความมั่นใจให้ผู้ขับขี่บนทุกเส้นทาง รถยนต์ทั้งสองรุ่นยังติดตั้งระบบไฟกะพริบฉุกเฉินอัตโนมัติขณะเบรกกะทันหัน (ESS),Mitsubishi,1193,78,เกียร์ออโต้แบบ CVT,"เบนซิน 95 , เบนซิน 91 , แก๊สโซฮอล์ 95 (E10) , แก๊สโซฮอล์ 91 , เบนซิน E20","3A92, 3 สูบ DOHC MIVEC 12 วาล์ว",มี (พร้อมระบบกระจายแรงเบรก EBD และระบบเสริมแรงเบรก BA),ขับเคลื่อนล้อหน้า,2019,Attrage Active CVT,Sedan
มิตซูบิชิ Mitsubishi Triton Double Cab 2.4 Athlete 4WD AT ปี 2025,"1,299,000 บาท",MITSUBISHI TRITON 2.4 Athlete 4WD AT เพิ่มความสะดวกสบายในห้องโดยสารขึ้นกว่าเดิม ด้วยระบบฟอกอากาศ nanoe X สัมผัสอากาศบริสุทธิ์ตลอดการเดินทาง นอกเหนือจากรูปลักษณ์ภายนอกที่สะดุดตา สปอร์ต ดุดัน ในแบบที่เป็นเอกลักษณ์และไม่ซ้ำกับใคร การันตีด้วยรางวัลด้านการออกแบบระดับโลก iF Design Award 2024 แรงขึ้นไปอีกขั้น ด้วยเครื่องยนต์ ไฮเปอร์ พาวเวอร์ เอ็กซ์ ทู (Hyper Power X2) เครื่องยนต์คลีนดีเซล เทอร์โบสองสเตจ (Two-Stage Turbo)  ผสานขุมพลังด้วยกำลังสูงสุดที่ 204 แรงม้า โดดเด่นด้วยระบบขับเคลื่อนสี่ล้อแบบ Super Select 4WD II ที่มีชื่อเสียงของมิตซูบิชิ สามารถปรับเปลี่ยนรูปแบบการส่งกำลังของเครื่องยนต์ และระบบขับเคลื่อนให้เหมาะสมกับสภาพเส้นทาง,Mitsubishi,2442,204,เกียร์ออโต้ 6AT,"ดีเซล , B7",เครื่องยนต์ 4N16(SHP) คลีนดีเซลไฮเปอร์เพาเวอร์ (Hyper Power Engine) เทอร์โบแปรผัน VG Turbo กำลังสูงสุด 135 กิโลวัตต์ หรือ 204 แรงม้า และแรงบิดสูงสุด 470 นิวตันเมตร,มี (EBD/BA),ขับเคลื่อนสี่ล้อ (Super Select 4WD-II + ล็อกเฟืองท้ายหลัง),2025,Triton Double Cab 2.4 Athlete 4WD AT,Pickup
มิตซูบิชิ Mitsubishi Triton Double Cab Plus 2.4 Ultra AT ปี 2025,"1,059,000 บาท",MITSUBISHI TRITON DOUBLE PLUS 2.4 ULTRA AT ตัวถังดีไซน์ใหม่!เมกาเฟรม (Mega Frame) ใหญ่ขึ้น และแข็งแกร่งยิ่งกว่าเดิม เครื่องยนต์ใหม่ ไฮเปอร์เพาเวอร์ กำลังสูงสุด 135 กิโลวัตต์ (184 PS) แรงบิดสูงสุด 430 นิวตันเมตร เทอร์โบแปรผัน VG Turbo ช่วงล่างใหม่ เกียร์อัตโนมัติ 6 สปีด ตกแต่งด้วยชิ้นส่วนสีดำเงารอบคัน เพื่อเพิ่มความเข้ม เท่ และดุดันมากกว่าเดิม ด้วยไดนามิก ชิลด์สีดำเงา  กรอบไฟตัดหมอกสีดำเงา  กระจกมองข้างสีดำเงา  มือเปิดประตูด้านนอกสีดำเงา มือเปิดกระบะท้ายสีดำเงา กันชนหลังสีดำตกแต่งด้วยสีไทเทเนียมรมดำ บันไดข้างสีดำ ตกแต่งสีไทเทเนียมรมดำ และล้ออัลลอยสีดำ ขนาด 18 นิ้ว เป็นอุปกรณ์มาตรฐาน เพิ่มอุปกรณ์อำนวยความสะดวกครบครันมากยิ่งขึ้น อาทิ ระบบล็อกความเร็วแบบแปรผันอัตโนมัติ ระบบฟอกอากาศ nanoe X,Mitsubishi,2442,184,เกียร์ออโต้ 6AT,"ดีเซล , B7",เครื่องยนต์คลีนดีเซลไฮเปอร์เพาเวอร์ 4N16(HP) เทอร์โบแปรผัน VG Turbo กำลังสูงสุด 135 กิโลวัตต์ หรือ 184 แรงม้า และแรงบิดสูงสุด 430 นิวตันเมตร,มี (EBD/BA),ขับเคลื่อนล้อหลัง,2025,Triton Double Cab Plus 2.4 Ultra AT,Pickup
มิตซูบิชิ Mitsubishi Triton Double Cab Plus 2.4 Prime 4WD ปี 2025,"1,039,000 บาท",MITSUBISHI TRITON DOUBLE PLUS 2.4 PRIME 4WD ตัวถังดีไซน์ใหม่!เมกาเฟรม (Mega Frame) ใหญ่ขึ้น และแข็งแกร่งยิ่งกว่าเดิม เครื่องยนต์ใหม่ ไฮเปอร์เพาเวอร์ กำลังสูงสุด 135 กิโลวัตต์ (184 PS) แรงบิดสูงสุด 430 นิวตันเมตร เทอร์โบแปรผัน VG Turbo ช่วงล่างใหม่ เกียร์อัตโนมัติ 6 สปีด,Mitsubishi,2442,184,เกียร์ธรรมดา 6MT,"ดีเซล , B7",เครื่องยนต์คลีนดีเซลไฮเปอร์เพาเวอร์ 4N16(HP) เทอร์โบแปรผัน VG Turbo กำลังสูงสุด 135 กิโลวัตต์ หรือ 184 แรงม้า และแรงบิดสูงสุด 430 นิวตันเมตร,มี (EBD/BA),ขับเคลื่อนสี่ล้อ (Super Select+ระบบล็อกเฟืองท้าย),2025,Triton Double Cab Plus 2.4 Prime 4WD,Pickup
มิตซูบิชิ Mitsubishi Triton Mega Cab Plus 2.4 Ultra AT ปี 2025,"959,000 บาท",MITSUBISHI TRITON Mega Cab Plus 2.4 Ultra A/T ตัวถังดีไซน์ใหม่! เมกาเฟรม (Mega Frame) ใหญ่ขึ้น และแข็งแกร่งยิ่งกว่าเดิม เครื่องยนต์ใหม่ ไฮเปอร์เพาเวอร์ กำลังสูงสุด 135 กิโลวัตต์ (184 PS) แรงบิดสูงสุด 430 นิวตันเมตร เทอร์โบแปรผัน VG Turbo ช่วงล่างใหม่ ล้อ 18 นิ้ว ***ภาพแทน***,Mitsubishi,2442,184,เกียร์ออโต้ 6AT,"ดีเซล , B7",เครื่องยนต์คลีนดีเซลไฮเปอร์เพาเวอร์ 4N16(HP) เทอร์โบแปรผัน VG Turbo กำลังสูงสุด 135 กิโลวัตต์ หรือ 184 แรงม้า และแรงบิดสูงสุด 430 นิวตันเมตร,มี (EBD/BA),ขับเคลื่อนล้อหลัง,2025,Triton Mega Cab Plus 2.4 Ultra AT,Pickup
